ntee,description,title,keywords/0,keywords/1,keywords/2,keywords/3,keywords/4,keywords/5,keywords/6,keywords/7,keywords/8,keywords/9,keywords/10,keywords/11,keywords/12,keywords/13,keywords/14,keywords/15,keywords/16,keywords/17,keywords/18,keywords/19,keywords/20,keywords/21,keywords/22,keywords/23,keywords/24,keywords/25,keywords/26,keywords/27,keywords/28,keywords/29,keywords/30,keywords/31,keywords/32,keywords/33,keywords/34,keywords/35,keywords/36,keywords/37,keywords/38,keywords/39,keywords/40,keywords/41,keywords/42,keywords/43,keywords/44,keywords/45,keywords/46,keywords/47,keywords/48,keywords/49,keywords/50,keywords/51,keywords/52,keywords/53,keywords/54,keywords/55,keywords/56,keywords/57,keywords/58,keywords/59,keywords/60,keywords/61,keywords/62,keywords/63,keywords/64,keywords/65,keywords/66,keywords/67,keywords/68,keywords/69,keywords/70,keywords/71,keywords/72,keywords/73,keywords/74,keywords/75,keywords/76,keywords/77,keywords/78,keywords/79,keywords/80,keywords/81,keywords/82,keywords/83,keywords/84,keywords/85,keywords/86,keywords/87,keywords/88,keywords/89,keywords/90,keywords/91,keywords/92,keywords/93,keywords/94,keywords/95,keywords/96,keywords/97,keywords/98,keywords/99,keywords/100,keywords/101,keywords/102,keywords/103,keywords/104,keywords/105,keywords/106,keywords/107,keywords/108,keywords/109,keywords/110,keywords/111,keywords/112,keywords/113,keywords/114,keywords/115,keywords/116,keywords/117,keywords/118,keywords/119,keywords/120,keywords/121,keywords/122,keywords/123,keywords/124,keywords/125,keywords/126,keywords/127,keywords/128,keywords/129,keywords/130,keywords/131,keywords/132,keywords/133,keywords/134,keywords/135,keywords/136,keywords/137,keywords/138,keywords/139,keywords/140,keywords/141,keywords/142,keywords/143,keywords/144,keywords/145,keywords/146,keywords/147,keywords/148,keywords/149,keywords/150,keywords/151,keywords/152,keywords/153,keywords/154,keywords/155,keywords/156,keywords/157,keywords/158,keywords/159,keywords/160,keywords/161,keywords/162,keywords/163,keywords/164,keywords/165,keywords/166,keywords/167,keywords/168,keywords/169,keywords/170,keywords/171,keywords/172,keywords/173,keywords/174,keywords/175,keywords/176,keywords/177,keywords/178,keywords/179,keywords/180,keywords/181,keywords/182,keywords/183,keywords/184,keywords/185,keywords/186,keywords/187,keywords/188,keywords/189,keywords/190,keywords/191,keywords/192,keywords/193,keywords/194,keywords/195,keywords/196,keywords/197,keywords/198,keywords/199,keywords/200,keywords/201,keywords/202,keywords/203,keywords/204,keywords/205,keywords/206,keywords/207,keywords/208,keywords/209,keywords/210,keywords/211,keywords/212,keywords/213,keywords/214,keywords/215,keywords/216,keywords/217,keywords/218,keywords/219,keywords/220,keywords/221,keywords/222,keywords/223,keywords/224
F21,Organizations that provide substance abuse education programs for people who are at risk for substance abuse in an effort to prevent their involvement with drugs and/or alcohol.,Substance Abuse Prevention,Addiction,Alcohol Abuse Awareness,Alcohol Abuse Education,Alcohol Abuse Prevention,Alcoholism,Chemical Dependency,d a r e,D.A.R.E.,DARE,Drug Abuse Awareness,Drug Abuse Education,Drug Abuse Prevention,Drug Abuse Resistance Education,Drug Addiction,Substance Abuse Awareness,Substance Abuse Education,Substance Abuse Prevention,Substance Dependence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F22,"Organizations that provide inpatient, outpatient or residential treatment services for individuals who have a physical and/or psychological dependency on alcohol and/or drugs.",Substance Abuse Treatment,AA,Addiction,Alanon,Alateen,Alcohol Abuse Counseling,Alcohol Abuse Day Treatment,Alcohol Abuse Half-Way Houses,Alcohol Abuse Hotlines,Alcohol Detoxification,Alcoholics Anonymous,Alcoholism Drop-In Services,Alcoholism Recovery Group Homes,Alcoholism Recovery Hospitals,Alcoholism Rehabilitation,Alcohol-Related Crisis Intervention,Assessment for Substance Abuse,Central Intake/Assessment for Alcohol Abuse,Central Intake/Assessment for Drug Abuse,Central Intake/Assessment for Substance Abuse,Chemical Dependency Recovery Hospitals,Cocaine Anonymous,Drug Abuse Counseling,Drug Abuse Day Treatment,Drug Abuse Drop-In Services,Drug Abuse Half-Way Houses,Drug Abuse Hotlines,Drug Abuse Maintenance Treatment,Drug Abuse Recovery Group Homes,Drug Abuse Rehabilitation,Drug Addiction,Drug Dependency Recovery Hospitals,Drug Detoxification,Drug-Related Crisis Intervention,Emergency Alcoholism Services,Emergency Drug Abuse Services,Heroin Detoxification,Inpatient Alcoholism Treatment,Inpatient Drug Abuse Treatment,Inpatient Substance Abuse Hospitals,Methadone Detoxification,Naranon,Narcotics Anonymous,Outpatient Alcohol Abuse Treatment,Outpatient Drug Abuse Treatment,Outpatient Substance Abuse Treatment,Relapse Prevention/Transitional Substance Abuse,Residential Alcoholism Treatment,Residential Dug Abuse Treatment,Residential Substance Abuse Treatment,Sober Living Centers,Sobering Up Stations,Substance Abuse Counseling,Substance Abuse Crisis Intervention,Substance Abuse Day Treatment,Substance Abuse Drop-In Services,Substance Abuse Half-Way Houses,Substance Abuse Hospitals,Substance Abuse Hotlines,Substance Abuse Maintenance Treatment,Substance Abuse Recovery Group Homes,Substance Abuse Rehabilitation,Substance Dependence,Supportive Recovery Homes,Transitional Housing for Alcohol Abuse,Transitional Housing for Drug Abuse,Transitional Housing for Substance Abuse,Transitional Residential Alcohol Abuse Services,Transitional Residential Drug Abuse Services,Transitional Residential Substance Abuse Services,Twelve-Step Substance Abuse Mutual Support Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F30,"Organizations that provide preventive, diagnostic and treatment services in a variety of community and hospital-based settings to help people to achieve and maintain a state of emotional well-being, personal empowerment and the skills to cope with everyday demands without excessive stress. Use this code for types of mental health organizations not specified below or for organizations that combine multiple types of care within the same facility.",Mental Health Treatment,Animal-Assisted Therapy,Clinical Evaluation,Early Intervention,Forensic Psychiatric Evaluations,Hug-A-Pet Programs,Mental Health Related,Mental  Health Twelve Step,Mental Health Drop-in Centers,Mental Health Evaluation,Outpatient Mental Health Facilities,Pet-Assisted Therapy,Pet Therapy,Psychiatric Day Treatment Facilities,Psychological Testing,Psychosocial Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F31,"Organizations that provide diagnostic and inpatient treatment services for individuals who have acute or chronic mental or emotional disturbances, who require hospitalization.",Psychiatric Hospitals,Hospitals for the Mentally Ill,Inpatient Mental Health Facilities,Inpatient Mental Health Treatment,Psychiatric Hospitals,State Mental Hospitals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F32,"Neighborhood-based organizations that offer counseling, medication and other mental health services for people who have acute or chronic mental or emotional disturbances.",Community Mental Health Centers,Community Mental Health Clinics,Neighborhood Mental Health Centers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F33,"Organizations that provide a therapeutic living environment in community-based facilities for adults or children with emotional and/or behavioral problems who require a structured, supervised treatment program which may include individual, group, family and other treatment modalities as appropriate.",Residential Mental Health Treatment,Boys Ranches,"Group Homes, Housing",Mental Health Related,Transitional Residential Mental Health Care,"Residential Treatment Facilities, Mental Health Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40,"Organizations that provide in-person or telephone assistance for people who are in acute emotional distress; who are a danger to themselves or to others; who are having suicidal feelings; or who are hysterical, frightened or otherwise unable to cope with a problem that requires immediate action. Use this code for crisis intervention services or hotlines not specified below or for organizations that offer multiple types of crisis intervention, hotline services.",Hot Lines & Crisis Intervention,Crisis Intervention Groups,Telephone Crisis Hotlines,Helplines,Hotlines,Mental Health Hotlines,Suicide Prevention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F42,"Organizations that provide telephone crisis intervention services or crisis, short-term and/or ongoing in-person counseling for people who have been sexually assaulted.",Sexual Assault Services,Rape Crisis Counseling,Rape Victim Hotlines,Sexual Assault Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F50,"Organizations that provide counseling, medical treatment (where indicated) and other supportive services for individuals who have a psychological dependency involving a particular pattern of behavior, e.g., spending money, sexual compulsions and workaholic behavior.",Addictive Disorders N.E.C.,Addictive Behavior,Compulsive Behavior,Computer Addiction,Pathological Cravings,Shopaholic,Workaholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F52,Organizations that utilize a variety of techniques to help people who wish to control their dependence on nicotine and give up substances containing nicotine. Also included are smoking education/prevention programs that help persuade people to avoid the habit before they start.,Smoking Addiction,Anti-Smoking Campaigns,Nicotine Addiction,Nicotine Dependency,Smoking Cessation,Smoking Education,Smoking Prevention,Smoking Withdrawal Clinics,Stop Smoking,Tobacco Addiction,Tobacco Habit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F53,"Organizations that provide diagnostic and treatment services for individuals who have anorexia nervosa, bulimarexia, bulimia or a related eating disorder.",Eating Disorders & Addictions,Anorexia,Binge Eating,Boulimia,Bulimarexia,Bulimia,Dysorexia,Eating Addictions,Eating Disorders,Hyperphagia,Obesity,Overeating,Pica,Rumination Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F54,"Organizations that provide emotional support, information and guidance for people who are having difficulty controlling their compulsion to gamble.",Gambling Addiction,Compulsive Gambling,Gamblers Anonymous,Pathological Gambling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F60,"Organizations that provide treatment services which may include emotional support, problem-solving assistance, information and guidance through a variety of counseling modalities for individuals who are having difficulty in coping with a traumatic experience or a personal relationship or in making the adjustments that are required by their particular stage in life.",Counseling,Adolescent Counseling,Adult Incest Survivor Counseling,Anger Management,Bereavement Counseling,Child Abuse Counseling,CISD,Critical Incident Stress Debriefing,Cult Membership Counseling,Cultural Transition Counseling,Disability Counseling,Elder Abuse Counseling,Employee Assistance,Employment Transition Counseling,Family Violence Counseling,Geriatric Counseling,Gestalt Therapy,Grief Counseling,Health Problems Counseling,Parent Abuse Counseling,Peer Counseling,Psychiatric Disorder Counseling,Sexual Offender Counseling,Sexual Orientation Counseling,Sexuality Counseling,Spousal Abuse Counseling,Spouse Abuse Counseling,Terminal Illness Counseling,Veteran Counseling,Youth Counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F70,"Organizations that provide preventive, diagnostic and treatment services that focus on a particular mental health disorder.",Mental Health Disorders,Acute Stress Disorder,ADD,ADHD,Adjustment Disorders,Affective Disorders,Agoraphobia,Amnesia Antisocial Personality Disorder,Anxiety Disorders,Attention Deficit & Disruptive Behavior Disorders,Attention Deficit Disorders,Attention-Deficiency/Hyperactivity Disorder,Avoidant Personality Disorder,Bipolar Disorder,Body Dymorphic Disorder,Borderline Personality Disorder,Breathing-Related Sleep Disorder,Briquet Syndrome,Capgras Syndrome,Catatonic Schizophrenia,Child Mental Disorders,Childhood Mental Health Disorders,Circadian Rhythm Sleep Disorder,Clereambault Syndrome,Cognitive Disorders,Conduct Disorders,Conversion Disorder,Cyclothymic Disorder,Delirium,Delusional Disorder,Dementia,Dependent Personality Disorder,Depersonalization Disorder,Depression,Disorganized Schizophrenia,Disruptive Behavior Disorders,Dissociative Amnesia,Dissociative Disorders,Dissociative Identity Disorder,Dysthymic Disorder,Encopresis,Enuresis,Exhibitionism,Factitious Disorders,False Memory Syndrome,Fetishism,Frotteurism,Fugue,GAD: Ganser Syndrome,Gender Dysphoria,Gender Identity Disorder,Generalized Anxiety Disorders,Histrionic Personality Disorder,Hypersomnia,Hypochondria,Hypocondriasis,Hysteria,Insomnia,Intermittent Explosive Disorder,Kleptomania,Kluver-Bucy Syndrome,Manic Depression,Masochism,Mental Disorders,Mental Illness,Mood Disorders,Multiple Personality Disorder,Munchausen Syndrome,Mutism,Narcissistic Personality Disorder,Nightmare Disorder,Obsessive-Compulsive Disorders,Obsessive-Compulsive Personality Disorder,OCD,ODD,Oppositional Defiant Disorder,Organic Mental Disorders,Pain Disorders,Panic Attacks,Panic Disorder,Paranoid Personality Disorder,Paranoid Schizophrenia,Paraphilias,Parasomnias,Passive-Aggressive Personality Disorder,Pedophilia,Personality Disorders,Postpartum Depression,Posttraumatic Stress Syndrome,Pseudodementia,Pseudopsychosis,Psychiatric Illness,Psychological Sexual Dysfunctions,Psychotic Disorders,Psychotic Disorders,Pyromania,Sadism,Schizoid Personality Disorder,Schizophrenia,Schizotypal Personality Disorder,Seasonal Affective Disorder,Separation Anxiety,Sexual & Gender Identity Disorders,Sexual Arousal Disorders,Sexual Desires Disorders,Sexual Masochism,Sexual Sadism,Shared Paranoid Schizophrenia,Sleep Disorders,Sleep Terror Disorder,Sleepwalking Disorders,Social Phobia,Somatoform Disorders,Stereotypic Movement Disorder,Stress Related Disorders,Tic Disorders,Tourette Syndrome,Transvestic Fetishism,Traumatic Psychoses,Trichotillomania,Vaginismus,Voyeurism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F80,Organizations whose purpose is to promote social conditions that enhance the potential in the community for good mental health and to improve methods and facilities for treating mental illness.,Mental Health Associations,Multipurpose Mental Health Associations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F99,Use this code for organizations that clearly provide mental health services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.,Mental Health & Crisis Intervention N.E.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,,Voluntary Health Associations & Medical Disciplines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G01,Organizations whose activities focus on influencing public policy within the Voluntary Health Associations and Medical Disciplines major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.,Alliances & Advocacy,Lobbying,Public Awareness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G02,"Consultation, training, and other forms of management assistance services to nonprofit groups within the Voluntary Health Associations and Medical Disciplines major group area.",Management & Technical Assistance,Professional Continuing Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G03,"Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Voluntary Health Associations and Medical Disciplines major group area.",Professional Societies & Associations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G05,Organizations whose primary purpose is to conduct research and/or public policy research within the Voluntary Health Associations and Medical Disciplines major group area.,Research Institutes & Public Policy Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G11,Organizations existing as a support and fund-raising entity for a single institution within the Voluntary Health Associations and Medical Disciplines major group area.,Single Organization Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G12,Organizations that raise and distribute funds for multiple organizations within the Voluntary Health Associations and Medical Disciplines major group area.,Fund Raising & Fund Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G19,Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Voluntary Health Associations and Medical Disciplines major group area.,Support N.E.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G20,Voluntary health organizations active in the prevention or treatment of illnesses or conditions that are hereditary and passed from parent to offspring. Use this code for organizations that focus on a wide variety of genetic disorders or on genetic disorders not specified below.,Birth Defects & Genetic Diseases,Achronplasia,Alagille Syndrome,Albinism,Amaurotic Familial Idiocy,Bardet-Biedl Syndrome,Birth Defects,Cerebral Palsy,Charcot-Marie Disease,Charcot-Marie-Tooth Disease,Chromosome Disorders,Clubfoot,Coffin-Lowrey Syndrome,Congenital Defects,Cri-du-Chat Syndrome,Crying Cat Syndrome,Cryptorchidism,Cystic Fibrosis,Cytochrome-c Oxidase Deficiency,Dandy-Walker Syndrome,De Lange Syndrome,Developmental Coordination Disorder,Factor X Deficiency,Fetal Alcohol Syndrome,Fragile X Syndrome,Friedreich Ataxia,Genetic Diseases,Hemophilia,Hereditary Diseases,Huntingtons Disease,Jervell-Lange Nielsen Syndrome,Kartagener Syndrome,Klinefelter Syndrome,Laurence-Moon Syndrome,Leigh Disease,Lesch-Nyhan Syndrome,Littles Disease,Lynch Syndrome,March of Dimes,Marfan Syndrome,Martin-Bell Syndrome,Mental Retardation,Motor Skills Disorder,Neurofibromatosis,Oral-Facial Clefts,Phenylketonuria,PKU,Porphyria,Prader-Willi Syndrome,Pseudoxanthoma Elasticum,Pyruvate Carboxylase Deficiency Disease,Pyruvate Dehydrogenase Complex Deficiency Disease,Rett Disorder,Rett Syndrome,Retts Disorder,Retts Syndrome,Rett's Disorder,Rett's Syndrome,Rh Disease,Romano-Ward Syndrome,Rubinstein-Taybi Syndrome,Sickle Cell,Spina Bifida,Sudden Infant Death,Tay Sachs,Testicular Feminization Syndrome,Thalassemia,Turner Syndrome,Turners Syndrome,WAGR Syndrome,Werner Syndrome,Williams Syndrome,Xeroderma Pigmentosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G25,"Voluntary health organizations active in the prevention or treatment of Down Syndrome, a hereditary condition that results in mental retardation.",Down Syndrome,21-Trisomy,Down Anomaly,Downs Anomaly,Downs Syndrome,Mongolism,Trisomy 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G30,"Voluntary health organizations active in the prevention or treatment of cancer. The associated medical specialty is medical oncology, a subspecialty of internal medicine.",Cancer,Bladder Cancer,Bone Cancer,Burkitts Lymphoma,Cancer,Carcinoma,Cervical Cancer,Colon Cancer,Colorectal Cancer,Fallopian Tube Cancer,Kaposi Sarcoma,Leukemia,Liver Cancer,Lung Cancer,Lymphoma,Melanoma,Multiple Myeloma,Oral Cancer,Ovarian Cancer,Pagets Disease,Pancreatic Cancer,Prostate Cancer,Rectal Cancer,Renal Cancer,Sarcoma,Skin Cancer,Stomach Cancer,Testicular Cancer,Uterine Cancer,Vaginal Cancer,Vulva Cancer,Womens Cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G32,Voluntary health organizations active in the prevention or treatment of breast cancer.,Breast Cancer,Breast cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
