"ntee","description","definition","BroadCategory","MajorGroup","two.digit","type.org","two.digit.s","tens","ones","hosp","univ"
"K31","Food Banks & Pantries","Organizations that gather, store and distribute food to indigents at no charge or at low cost.",5,"K","31","regular","31","3","1",FALSE,FALSE
"K34","Congregate Meals","Organizations (also known as nutrition sites or senior nutrition programs) that provide hot meals on a regular basis, usually for elderly individuals but also for disabled adults or other target populations.",5,"K","34","regular","34","3","4",FALSE,FALSE
"K35","Soup Kitchens","Organizations that provide meals in a central location for indigent people.",5,"K","35","regular","35","3","5",FALSE,FALSE
"K36","Meals on Wheels","Organizations that prepare and deliver regular hot meals to elderly individuals, people with disabilities or people with AIDS or other targeted conditions who are unable to shop and/or prepare food for themselves or to travel to a site where a meal is being served. Also known as home delivered meals.",5,"K","36","regular","36","3","6",FALSE,FALSE
"K40","Nutrition","Organizations that provide information concerning the basic principles of healthful eating, food handling, food preparation and shopping skills. Included is information about the basic food groups, vitamin and mineral requirements, and the relationship of nutrition to the preservation of good health and the prevention of illness.",5,"K","40","regular","40","4","0",FALSE,FALSE
"K50","Home Economics","Organizations that provide instruction that deals with the basic activities of homemaking including caring for and managing children, shopping for and preparing nutritious meals, maintaining a clean and safe living environment, and other in-home responsibilities.",5,"K","50","regular","50","5","0",FALSE,FALSE
"K6A","Meat markets","NULL",5,"K","6A","regular","6A","6","A",FALSE,FALSE
"K6B","Confectionery and Nut Stores","NULL",5,"K","6B","regular","6B","6","B",FALSE,FALSE
"K6C","Caterers","NULL",5,"K","6C","regular","6C","6","C",FALSE,FALSE
"K6D","Mobile food services","NULL",5,"K","6D","regular","6D","6","D",FALSE,FALSE
"K6E","Drinking Places (Alcoholic Beverages)","NULL",5,"K","6E","regular","6E","6","E",FALSE,FALSE
"K6F","Snack and Nonalcoholic Beverage Bars","NULL",5,"K","6F","regular","6F","6","F",FALSE,FALSE
"K90","Limited-Service Restaurants","(Community Ntee) This U.S. industry comprises establishments primarily engaged in providing food services (except snack and nonalcoholic beverage bars) where patrons generally order or select items and pay before eating. Food and drink may be consumed on premises, taken out, or delivered to the customer's location. Some establishments in this industry may provide these food services in combination with selling alcoholic beverages.",5,"K","90","regular","90","9","0",FALSE,FALSE
"K91","Supermarkets and Other Grocery (except Convenience) Stores","(Community Ntee) This industry comprises establishments generally known as supermarkets and grocery stores primarily engaged in retailing a general line of food, such as canned and frozen foods; fresh fruits and vegetables; and fresh and prepared meats, fish, and poultry. Included in this industry are delicatessen-type establishments primarily engaged in retailing a general line of food.",5,"K","91","regular","91","9","1",FALSE,FALSE
"K92","Convenience Stores","(Community Ntee) This industry comprises establishments known as convenience stores or food marts (except those with fuel pumps) primarily engaged in retailing a limited line of goods that generally includes milk, bread, soda, and snacks.",5,"K","92","regular","92","9","2",FALSE,FALSE
"K93","Fruit and Vegetable Markets","(Community Ntee) This industry comprises establishments primarily engaged in retailing fresh fruits and vegetables.",5,"K","93","regular","93","9","3",FALSE,FALSE
"K94","All Other Specialty Food Stores","(Community Ntee) This U.S. industry comprises establishments primarily engaged in retailing miscellaneous specialty foods (except meat, fish, seafood, fruit and vegetables, confections, nuts, popcorn, and baked goods) not for immediate consumption and not made on the premises.",5,"K","94","regular","94","9","4",FALSE,FALSE
"K95","Food (Health) Supplement Stores","(Community Ntee) This U.S. industry comprises establishments primarily engaged in retailing food supplement products, such as vitamins, nutrition supplements, and body enhancing supplements.",5,"K","95","regular","95","9","5",FALSE,FALSE
